,Sym,Amount (000)
2022-03-01,BKNG,3.1
2022-03-01,SBAC,21.5
2022-03-01,AON,22.4
2022-03-01,ORLY,10.5
2022-03-01,ES,81.1
2022-03-01,WEC,70.5
2022-03-01,BK,141.0
2022-03-01,CPRT,108.9
2022-03-01,GRMN,57.0
2022-03-01,FFIV,32.0
2022-03-01,SWKS,49.7
2022-03-01,AVY,37.7
2022-03-01,AES,252.5
2022-03-01,OXY,113.9
2022-03-01,EFX,27.1
2022-03-01,BLK,8.4
2022-03-01,AOS,99.2
2022-03-01,JNPR,170.5
2022-03-01,EXR,30.6
2022-03-01,TPR,167.7
2022-03-01,REG,86.1
2022-03-01,CSX,158.1
2022-03-01,ALLE,53.6
2022-03-01,FSLR,69.5
2022-03-01,SEE,86.9
2022-03-01,ESS,16.7
2022-03-01,DFS,52.2
2022-03-01,PEAK,166.9
2022-03-01,FTV,93.9
2022-03-01,STT,64.5
2022-03-01,PTC,52.1
2022-03-01,BWA,144.2
2022-03-01,IR,110.8
2022-03-01,TER,47.1
2022-03-01,WYNN,69.8
2022-03-01,BXP,43.0
2022-03-01,AMP,18.3
2022-03-01,TROW,36.3
2022-03-01,MKC,54.9
2022-03-01,RCL,65.1
2022-03-01,SPG,41.0
2022-03-01,CTAS,12.6
2022-03-01,RL,46.3
2022-03-01,BRO,70.0
2022-03-01,DPZ,12.4
2022-03-01,NSC,17.6
2022-03-01,GOOGL,35.5
2022-03-01,MHK,39.7
2022-03-01,MPWR,10.1
2022-03-01,WAB,51.1
2022-03-01,AJG,27.4
2022-03-01,ACGL,98.3
2022-03-01,IEX,24.4
2022-03-01,RE,15.5
2022-03-01,VTRS,420.0
2022-03-01,WST,10.9
2022-03-01,HES,40.8
2022-03-01,DTE,32.9
2022-03-01,ATVI,53.4
2022-03-01,SIVB,7.5
2022-03-01,NDSN,18.4
2022-03-01,BR,26.3
2022-03-01,EBAY,71.4
2022-03-01,DVN,68.4
2022-03-01,INCY,50.8
2022-03-01,QRVO,31.9
2022-03-01,EIX,56.4
2022-03-01,CINF,28.7
2022-03-01,REGN,5.5
2022-03-01,FOXA,95.4
2022-03-01,OKE,53.2
2022-03-01,CF,36.3
2022-03-01,EXPE,19.1
2022-03-01,ROL,106.0
2022-03-01,MOS,53.2
2022-03-01,IQV,14.8
2022-03-01,GEN,124.0
2022-03-01,CTSH,36.6
2022-03-01,FANG,23.9
2022-03-01,BKR,89.6
2022-03-01,BA,16.9
2022-03-01,FITB,75.0
2022-03-01,VLO,31.8
2022-03-01,EQIX,4.3
2022-03-01,WRB,47.2
2022-03-01,FE,67.7
2022-03-01,ETR,26.5
2022-03-01,PPL,108.1
2022-03-01,FRC,19.0
2022-03-01,AEE,31.6
2022-03-01,PNR,54.3
2022-03-01,TSCO,12.5
2022-03-01,L,44.3
2022-03-01,CAG,84.6
2022-03-01,SNPS,8.5
2022-03-01,ARE,14.0
2022-03-01,SEDG,8.7
2022-03-01,NTRS,23.4
2022-03-01,IRM,48.8
2022-03-01,VTR,43.0
2022-03-01,RJF,23.1
2022-03-01,META,10.9
2022-03-01,CMS,34.6
2022-03-01,LDOS,22.3
2022-03-01,CNP,78.2
2022-03-01,CPT,14.4
2022-03-01,MTB,14.1
2022-03-01,CPB,52.9
2022-03-01,RF,105.1
2022-03-01,MSCI,4.6
2022-03-01,KEY,103.8
2022-03-01,HBAN,158.1
2022-03-01,TTWO,14.2
2022-03-01,AAPL,12.2
2022-03-01,CFG,46.8
2022-03-01,MAA,9.9
2022-03-01,PFG,28.3
2022-03-01,CTLT,18.3
2022-03-01,SBNY,6.8
2022-03-01,TDG,3.1
2022-03-01,FRT,16.3
2022-03-01,EVRG,28.4
2022-03-01,LNT,30.8
2022-03-01,ATO,15.9
2022-03-01,HAL,49.6
2022-03-01,GL,18.6
2022-03-01,AIZ,10.1
2022-03-01,ROST,20.0
2022-03-01,WDC,36.3
2022-03-01,CBRE,18.9
2022-03-01,LUMN,152.9
2022-03-01,EPAM,5.6
2022-03-01,CNC,19.0
2022-03-01,NI,49.5
2022-03-01,LYV,13.3
2022-03-01,TECH,14.4
2022-03-01,ADBE,3.4
2022-03-01,BEN,54.9
2022-03-01,NFLX,4.0
2022-03-01,CSGP,22.3
2022-03-01,ILMN,4.2
2022-03-01,CRL,4.9
2022-03-01,VRSN,6.0
2022-03-01,CMA,14.5
2022-03-01,KDP,33.7
2022-03-01,TDY,2.6
2022-03-01,IVZ,51.8
2022-03-01,FLT,4.7
2022-03-01,PNW,14.2
2022-03-01,ZION,16.8
2022-03-01,MOH,3.2
2022-03-01,SPGI,2.5
2022-03-01,TYL,2.3
2022-03-01,ICE,7.1
2022-03-01,HWM,24.9
2022-03-01,STLD,10.5
2022-03-01,AXP,4.6
2022-03-01,ETSY,6.5
2022-03-01,IPG,22.7
2022-03-01,JKHY,3.9
2022-03-01,INTU,1.6
2022-03-01,APA,17.2
2022-03-01,LUV,15.5
2022-03-01,HAS,7.7
2022-03-01,CTRA,20.4
2022-03-01,NRG,13.9
2022-03-01,ZTS,2.7
2022-03-01,HII,2.1
2022-03-01,UPS,1.8
2022-03-01,MCO,1.0
2022-03-01,ECL,1.7
2022-03-01,NKE,2.1
2022-03-01,BIO,0.4
2022-03-01,ANET,1.6
2022-03-01,ENPH,0.0
2022-06-01,PG,6747.2
2022-06-01,JNJ,4332.6
2022-06-01,KO,10820.8
2022-06-01,PEP,3809.0
2022-06-01,COST,1211.1
2022-06-01,WMT,4697.7
2022-06-01,MCD,2071.6
2022-06-01,ABT,2799.9
2022-06-01,CVS,3146.2
2022-06-01,SBUX,3242.7
2022-06-01,MDT,2505.3
2022-06-01,TGT,1560.2
2022-06-01,CL,2290.2
2022-06-01,XOM,1908.9
2022-06-01,PFE,3017.7
2022-06-01,EL,612.6
2022-06-01,DG,630.9
2022-06-01,MA,485.3
2022-06-01,SYY,1680.7
2022-06-01,GIS,1780.1
2022-06-01,SYK,629.0
2022-06-01,MNST,1343.8
2022-06-01,KMB,901.9
2022-06-01,ISRG,599.2
2022-06-01,MRK,1318.4
2022-06-01,CMG,90.7
2022-06-01,BDX,447.6
2022-06-01,KHC,2844.0
2022-06-01,GOOGL,984.0
2022-06-01,CVX,711.2
2022-06-01,DLTR,638.0
2022-06-01,KR,2097.0
2022-06-01,COP,1086.8
2022-06-01,V,491.7
2022-06-01,STZ,413.8
2022-06-01,EW,995.4
2022-06-01,META,586.7
2022-06-01,MCK,284.9
2022-06-01,HSY,427.9
2022-06-01,PYPL,1267.3
2022-06-01,BSX,2314.5
2022-06-01,TSN,993.6
2022-06-01,HCA,495.5
2022-06-01,CMCSA,2078.5
2022-06-01,JPM,707.1
2022-06-01,BKNG,45.1
2022-06-01,YUM,664.9
2022-06-01,T,3393.6
2022-06-01,MDLZ,1137.9
2022-06-01,LOW,401.3
2022-06-01,LLY,204.8
2022-06-01,CSCO,1530.3
2022-06-01,CHD,702.2
2022-06-01,CME,317.9
2022-06-01,TMUS,481.5
2022-06-01,HD,230.8
2022-06-01,BAC,2015.3
2022-06-01,QCOM,489.0
2022-06-01,VRTX,217.2
2022-06-01,CI,229.6
2022-06-01,MKTX,235.7
2022-06-01,BMY,759.0
2022-06-01,INTC,1545.0
2022-06-01,NEE,742.4
2022-06-01,BAX,867.6
2022-06-01,MO,1331.6
2022-06-01,BIIB,267.9
2022-06-01,CBOE,477.4
2022-06-01,F,4620.8
2022-06-01,RMD,242.9
2022-06-01,K,694.7
2022-06-01,ABC,348.3
2022-06-01,MU,885.8
2022-06-01,IDXX,137.2
2022-06-01,DXCM,633.1
2022-06-01,AMD,590.3
2022-06-01,HRL,945.6
2022-06-01,HOLX,638.6
2022-06-01,IBM,312.9
2022-06-01,REGN,73.9
2022-06-01,DRI,386.0
2022-06-01,CAT,235.7
2022-06-01,DHI,630.3
2022-06-01,CLX,295.2
2022-06-01,ZBH,393.8
2022-06-01,LH,175.4
2022-06-01,PGR,342.5
2022-06-01,WFC,1015.9
2022-06-01,LEN,561.6
2022-06-01,SLB,1086.4
2022-06-01,ALGN,163.3
2022-06-01,SJM,301.7
2022-06-01,GE,775.9
2022-06-01,PSA,122.8
2022-06-01,ELV,77.8
2022-06-01,FCX,1260.6
2022-06-01,DUK,342.3
2022-06-01,GILD,585.5
2022-06-01,CSGP,593.2
2022-06-01,MRNA,249.2
2022-06-01,SO,494.5
2022-06-01,ODFL,132.8
2022-06-01,TMO,61.7
2022-06-01,EQR,461.5
2022-06-01,STE,159.4
2022-06-01,LMT,76.4
2022-06-01,EOG,294.7
2022-06-01,CTVA,599.6
2022-06-01,MSFT,124.5
2022-06-01,DIS,335.9
2022-06-01,LW,428.8
2022-06-01,D,377.9
2022-06-01,WBD,2213.9
2022-06-01,INCY,390.9
2022-06-01,SCHW,463.3
2022-06-01,PLD,241.1
2022-06-01,MET,448.6
2022-06-01,TAP,512.6
2022-06-01,LRCX,65.4
2022-06-01,MS,365.1
2022-06-01,LYB,316.4
2022-06-01,CAH,514.5
2022-06-01,ADM,340.7
2022-06-01,GD,117.0
2022-06-01,AEP,263.0
2022-06-01,HUM,53.7
2022-06-01,MPC,303.9
2022-06-01,ALB,116.7
2022-06-01,INVH,682.1
2022-06-01,TRV,143.0
2022-06-01,C,524.4
2022-06-01,RSG,183.7
2022-06-01,O,348.9
2022-06-01,MOS,502.5
2022-06-01,APA,675.0
2022-06-01,DGX,175.3
2022-06-01,CB,118.4
2022-06-01,COO,73.4
2022-06-01,NKE,224.4
2022-06-01,DLR,176.2
2022-06-01,CTSH,335.8
2022-06-01,DFS,238.5
2022-06-01,PHM,568.0
2022-06-01,BA,162.9
2022-06-01,WY,662.1
2022-06-01,GS,73.8
2022-06-01,FANG,180.3
2022-06-01,NFLX,124.8
2022-06-01,COF,208.5
2022-06-01,CE,184.6
2022-06-01,HSIC,279.3
2022-06-01,SRE,142.4
2022-06-01,DD,384.7
2022-06-01,ALL,167.7
2022-06-01,TT,162.8
2022-06-01,ETN,166.9
2022-06-01,WBA,554.9
2022-06-01,JCI,439.0
2022-06-01,DVA,257.8
2022-06-01,OXY,346.1
2022-06-01,TTWO,164.8
2022-06-01,DVN,363.7
2022-06-01,XEL,278.1
2022-06-01,NVR,4.9
2022-06-01,CMI,100.0
2022-06-01,PXD,86.4
2022-06-01,AMP,80.6
2022-06-01,EXC,422.5
2022-06-01,MRO,847.7
2022-06-01,PPG,166.1
2022-06-01,TFX,76.9
2022-06-01,USB,406.4
2022-06-01,CF,214.5
2022-06-01,UHS,181.8
2022-06-01,ADP,87.2
2022-06-01,NEM,301.8
2022-06-01,CCI,106.7
2022-06-01,WELL,218.1
2022-06-01,PNC,112.2
2022-06-01,FIS,191.9
2022-06-01,ATVI,224.6
2022-06-01,IFF,146.8
2022-06-01,RTX,181.8
2022-06-01,AVB,89.8
2022-06-01,AFL,314.0
2022-06-01,TFC,360.9
2022-06-01,APTV,190.1
2022-06-01,VTR,327.5
2022-06-01,UDR,361.0
2022-06-01,AMAT,181.4
2022-06-01,HES,155.1
2022-06-01,PEG,256.4
2022-06-01,JBHT,102.3
2022-06-01,NTAP,245.1
2022-06-01,QRVO,168.3
2022-06-01,AMZN,149.3
2022-06-01,XRAY,436.7
2022-06-01,NVDA,102.4
2022-06-01,CARR,424.4
2022-06-01,LIN,52.6
2022-06-01,GLW,462.4
2022-06-01,TJX,260.8
2022-06-01,MAS,287.4
2022-06-01,EBAY,340.2
2022-06-01,VLO,131.5
2022-06-01,SHW,62.3
2022-06-01,AAPL,100.9
2022-06-01,VFC,308.6
2022-06-01,TPR,444.6
2022-06-01,AMGN,54.8
2022-06-01,ROST,188.9
2022-06-01,GPC,98.5
2022-06-01,AWK,87.8
2022-06-01,PRU,136.4
2022-06-01,PCAR,158.2
2022-06-01,STLD,190.9
2022-06-01,BK,302.3
2022-06-01,ORCL,179.7
2022-06-01,ABBV,81.8
2022-06-01,UPS,68.6
2022-06-01,AIG,243.4
2022-06-01,FISV,139.2
2022-06-01,UAL,344.5
2022-06-01,HPQ,369.8
2022-06-01,WHR,76.3
2022-06-01,NUE,112.1
2022-06-01,NXPI,78.1
2022-06-01,MHK,90.5
2022-06-01,PAYX,98.1
2022-06-01,CTRA,431.6
2022-06-01,EMN,122.4
2022-06-01,SWKS,117.4
2022-06-01,ED,110.7
2022-06-01,KMX,114.7
2022-06-01,WEC,102.0
2022-06-01,EXPE,108.0
2022-06-01,EPAM,34.7
2022-06-01,ES,120.9
2022-06-01,UNP,47.4
2022-06-01,WRK,253.7
2022-06-01,SPG,106.2
2022-06-01,POOL,28.3
2022-06-01,FOXA,301.5
2022-06-01,SBAC,30.2
2022-06-01,BKR,326.8
2022-06-01,WM,61.6
2022-06-01,CPB,194.0
2022-06-01,EXR,54.6
2022-06-01,URI,38.1
2022-06-01,GM,289.2
2022-06-01,LKQ,185.6
2022-06-01,BBY,135.8
2022-06-01,DXC,286.5
2022-06-01,CSX,297.6
2022-06-01,WTW,43.2
2022-06-01,VRSK,49.1
2022-06-01,KLAC,26.0
2022-06-01,GL,83.2
2022-06-01,ORLY,12.7
2022-06-01,CPRT,146.9
2022-06-01,GPN,71.4
2022-06-01,ESS,30.0
2022-06-01,LVS,231.7
2022-06-01,MAR,53.6
2022-06-01,KDP,205.7
2022-06-01,EFX,39.7
2022-06-01,VTRS,691.2
2022-06-01,BWA,214.3
2022-06-01,STX,98.4
2022-06-01,AAP,40.5
2022-06-01,WST,23.2
2022-06-01,CTAS,18.7
2022-06-01,ACGL,149.0
2022-06-01,TXN,43.2
2022-06-01,ICE,70.1
2022-06-01,RL,72.7
2022-06-01,LUV,180.4
2022-06-01,WDC,143.7
2022-06-01,BBWI,235.8
2022-06-01,AZO,2.9
2022-06-01,MMM,48.7
2022-06-01,RHI,83.9
2022-06-01,AOS,114.6
2022-06-01,OMC,96.2
2022-06-01,BLK,9.9
2022-06-01,ALLE,60.4
2022-06-01,FLT,27.0
2022-06-01,CNC,64.2
2022-06-01,XYL,68.5
2022-06-01,PEAK,206.4
2022-06-01,HAL,169.1
2022-06-01,NSC,23.2
2022-06-01,DTE,41.4
2022-06-01,SEE,90.7
2022-06-01,ROL,149.8
2022-06-01,HWM,166.1
2022-06-01,STT,84.4
2022-06-01,BR,36.2
2022-06-01,AON,18.5
2022-06-01,DE,16.7
2022-06-01,FSLR,72.3
2022-06-01,CINF,39.6
2022-06-01,DPZ,11.8
2022-06-01,PNR,98.5
2022-06-01,AEE,45.4
2022-06-01,CAG,119.8
2022-06-01,AXP,29.4
2022-06-01,NRG,106.6
2022-06-01,BXP,45.1
2022-06-01,HIG,61.2
2022-06-01,ETR,35.6
2022-06-01,PH,16.3
2022-06-01,A,33.5
2022-06-01,TROW,33.9
2022-06-01,MKC,46.2
2022-06-01,FE,99.8
2022-06-01,BRO,65.6
2022-06-01,SIVB,9.7
2022-06-01,EQIX,5.7
2022-06-01,IQV,17.0
2022-06-01,L,61.3
2022-06-01,FFIV,23.7
2022-06-01,PPL,132.9
2022-06-01,ARE,24.6
2022-06-01,WRB,51.7
2022-06-01,BEN,148.9
2022-06-01,EMR,43.3
2022-06-01,CMS,50.8
2022-06-01,LDOS,33.8
2022-06-01,CDNS,21.1
2022-06-01,SNPS,10.4
2022-06-01,APH,48.1
2022-06-01,ETSY,41.2
2022-06-01,TEL,25.7
2022-06-01,EIX,44.3
2022-06-01,MSI,13.3
2022-06-01,IRM,57.2
2022-06-01,PM,27.9
2022-06-01,ATO,23.6
2022-06-01,EA,21.3
2022-06-01,LNT,44.0
2022-06-01,EVRG,39.4
2022-06-01,REG,43.1
2022-06-01,LUMN,233.7
2022-06-01,OKE,45.9
2022-06-01,ZTS,14.6
2022-06-01,DHR,9.8
2022-06-01,IPG,90.1
2022-06-01,MCHP,41.4
2022-06-01,CPT,17.4
2022-06-01,MSCI,5.6
2022-06-01,AIZ,13.4
2022-06-01,APD,9.5
2022-06-01,CNP,76.9
2022-06-01,CTLT,20.5
2022-06-01,NWSA,138.0
2022-06-01,ITW,11.5
2022-06-01,DOV,17.1
2022-06-01,FRC,14.2
2022-06-01,TDG,3.7
2022-06-01,KEYS,14.4
2022-06-01,NWL,100.6
2022-06-01,AME,16.9
2022-06-01,FITB,55.0
2022-06-01,GEN,82.0
2022-06-01,IP,42.6
2022-06-01,CBRE,22.7
2022-06-01,ROK,8.3
2022-06-01,MCO,6.0
2022-06-01,ANSS,6.8
2022-06-01,MTB,10.2
2022-06-01,TECH,18.7
2022-06-01,BIO,3.2
2022-06-01,WAT,4.8
2022-06-01,HLT,14.3
2022-06-01,NTRS,16.5
2022-06-01,PKI,11.1
2022-06-01,ILMN,8.3
2022-06-01,PNW,20.0
2022-06-01,FDX,6.4
2022-06-01,TXT,23.8
2022-06-01,FTV,26.1
2022-06-01,NI,47.8
2022-06-01,PSX,17.2
2022-06-01,RF,74.7
2022-06-01,HBAN,114.5
2022-06-01,PFG,20.0
2022-06-01,ADSK,7.8
2022-06-01,TER,14.5
2022-06-01,KEY,74.5
2022-06-01,LYV,15.4
2022-06-01,TRGP,20.7
2022-06-01,ANET,13.2
2022-06-01,VRSN,7.4
2022-06-01,ZBRA,4.2
2022-06-01,CFG,34.3
2022-06-01,CRL,5.6
2022-06-01,TDY,3.1
2022-06-01,TRMB,20.0
2022-06-01,AVY,7.1
2022-06-01,SEDG,4.2
2022-06-01,PTC,10.2
2022-06-01,IEX,5.5
2022-06-01,TYL,2.9
2022-06-01,SBNY,5.1
2022-06-01,JNPR,31.2
2022-06-01,JKHY,4.9
2022-06-01,NDSN,4.2
2022-06-01,IVZ,52.0
2022-06-01,FTNT,14.4
2022-06-01,AJG,5.0
2022-06-01,ADBE,2.1
2022-06-01,CMA,10.6
2022-06-01,HAS,9.2
2022-06-01,CDW,4.8
2022-06-01,ON,14.8
2022-06-01,EQT,19.0
2022-06-01,LNC,13.7
2022-06-01,ZION,12.1
2022-06-01,NOC,1.2
2022-06-01,FRT,5.4
2022-06-01,RJF,4.9
2022-06-01,ULTA,1.1
2022-06-01,HPE,31.5
2022-06-01,AKAM,4.4
2022-06-01,EXPD,4.1
2022-06-01,GRMN,3.5
2022-06-01,FMC,3.1
2022-06-01,IR,7.4
2022-06-01,NDAQ,6.1
2022-06-01,MPWR,0.8
2022-06-01,WAB,3.7
2022-06-01,CHTR,0.6
2022-06-01,SNA,1.4
2022-06-01,VICI,9.2
2022-06-01,MAA,1.3
2022-06-01,ENPH,0.0
2022-09-01,PG,6615.5
2022-09-01,JNJ,4712.5
2022-09-01,PEP,4021.5
2022-09-01,KO,11467.3
2022-09-01,COST,1199.5
2022-09-01,WMT,4030.0
2022-09-01,MCD,2113.8
2022-09-01,ABT,3080.0
2022-09-01,CVS,3079.7
2022-09-01,SBUX,2997.8
2022-09-01,V,1216.9
2022-09-01,MDLZ,3448.3
2022-09-01,TGT,1263.6
2022-09-01,CL,2430.0
2022-09-01,MA,577.2
2022-09-01,DG,619.2
2022-09-01,EL,683.3
2022-09-01,GOOGL,1465.7
2022-09-01,CMG,87.0
2022-09-01,GIS,1683.0
2022-09-01,MRK,1465.4
2022-09-01,PFE,2838.5
2022-09-01,SYK,609.2
2022-09-01,ISRG,652.2
2022-09-01,SYY,1681.5
2022-09-01,META,828.6
2022-09-01,MNST,1277.7
2022-09-01,KMB,954.8
2022-09-01,BSX,2586.0
2022-09-01,KR,2284.0
2022-09-01,XOM,1137.5
2022-09-01,HSY,433.9
2022-09-01,EW,1130.7
2022-09-01,LLY,288.9
2022-09-01,MCK,270.2
2022-09-01,BDX,400.7
2022-09-01,STZ,382.7
2022-09-01,DLTR,628.0
2022-09-01,KHC,2434.2
2022-09-01,MSFT,319.0
2022-09-01,TMO,141.1
2022-09-01,QCOM,607.5
2022-09-01,HCA,372.0
2022-09-01,BKNG,41.0
2022-09-01,MKTX,291.9
2022-09-01,BMY,903.1
2022-09-01,TSN,957.6
2022-09-01,YUM,578.5
2022-09-01,RMD,266.8
2022-09-01,PYPL,675.9
2022-09-01,CBOE,488.9
2022-09-01,CME,318.3
2022-09-01,TMUS,418.8
2022-09-01,K,758.0
2022-09-01,PSA,173.7
2022-09-01,BAX,940.1
2022-09-01,DXCM,623.3
2022-09-01,CHD,689.2
2022-09-01,CB,263.3
2022-09-01,VRTX,164.0
2022-09-01,ABC,350.6
2022-09-01,IDXX,144.2
2022-09-01,CI,168.2
2022-09-01,MO,1136.6
2022-09-01,AMD,722.7
2022-09-01,CVX,315.5
2022-09-01,COP,432.3
2022-09-01,ZBH,401.0
2022-09-01,REGN,57.5
2022-09-01,CSCO,987.3
2022-09-01,ADM,490.9
2022-09-01,SJM,286.4
2022-09-01,DRI,311.4
2022-09-01,WFC,967.3
2022-09-01,HRL,855.6
2022-09-01,HOLX,599.4
2022-09-01,BAC,1269.7
2022-09-01,AAPL,276.6
2022-09-01,CSGP,539.7
2022-09-01,LH,170.6
2022-09-01,PM,413.9
2022-09-01,ALGN,161.0
2022-09-01,CTVA,572.5
2022-09-01,ACGL,717.4
2022-09-01,EXR,185.6
2022-09-01,LW,413.1
2022-09-01,BIIB,113.6
2022-09-01,INVH,885.8
2022-09-01,CLX,232.5
2022-09-01,GE,614.1
2022-09-01,FCX,1072.1
2022-09-01,ACN,113.8
2022-09-01,MU,576.2
2022-09-01,ABBV,212.7
2022-09-01,STE,161.7
2022-09-01,O,433.7
2022-09-01,CMCSA,846.0
2022-09-01,HON,147.1
2022-09-01,TAP,503.6
2022-09-01,DVA,289.5
2022-09-01,AMT,108.8
2022-09-01,INCY,344.3
2022-09-01,EQR,340.5
2022-09-01,IBM,188.6
2022-09-01,MOS,461.2
2022-09-01,NVDA,180.3
2022-09-01,ELV,47.7
2022-09-01,CPB,459.4
2022-09-01,COO,78.6
2022-09-01,HUM,41.7
2022-09-01,PGR,170.9
2022-09-01,DGX,161.3
2022-09-01,AMP,78.0
2022-09-01,ICE,215.4
2022-09-01,CPRT,353.7
2022-09-01,ADP,82.6
2022-09-01,HSIC,279.6
2022-09-01,CAT,110.6
2022-09-01,MRO,802.7
2022-09-01,WBA,571.2
2022-09-01,AZO,8.3
2022-09-01,GILD,286.9
2022-09-01,SCHW,244.7
2022-09-01,RE,65.7
2022-09-01,OXY,270.8
2022-09-01,HES,150.7
2022-09-01,TFX,80.4
2022-09-01,LRCX,43.9
2022-09-01,FIS,212.1
2022-09-01,USB,375.1
2022-09-01,CF,156.0
2022-09-01,MET,246.9
2022-09-01,CTSH,257.5
2022-09-01,SO,214.7
2022-09-01,MMC,97.6
2022-09-01,FANG,119.7
2022-09-01,DVN,238.8
2022-09-01,EXPE,151.9
2022-09-01,NTAP,227.5
2022-09-01,MPC,140.3
2022-09-01,PXD,63.5
2022-09-01,TFC,314.5
2022-09-01,PH,56.4
2022-09-01,SLB,372.7
2022-09-01,XRAY,471.4
2022-09-01,TJX,213.4
2022-09-01,AVB,70.8
2022-09-01,CCI,88.4
2022-09-01,VLO,119.4
2022-09-01,WTW,63.3
2022-09-01,CNC,162.3
2022-09-01,UHS,139.5
2022-09-01,D,176.8
2022-09-01,GPN,113.0
2022-09-01,AMAT,146.6
2022-09-01,EOG,107.5
2022-09-01,DUK,129.1
2022-09-01,AFL,211.0
2022-09-01,EA,100.7
2022-09-01,PAYX,102.7
2022-09-01,EQT,279.9
2022-09-01,WM,69.4
2022-09-01,GD,52.3
2022-09-01,VRSK,64.4
2022-09-01,AON,41.0
2022-09-01,LIN,39.8
2022-09-01,LYB,139.7
2022-09-01,WST,42.1
2022-09-01,APA,293.1
2022-09-01,NFLX,42.1
2022-09-01,AEP,113.4
2022-09-01,GLW,331.7
2022-09-01,PNC,64.3
2022-09-01,RSG,70.5
2022-09-01,PCAR,112.6
2022-09-01,CTRA,360.1
2022-09-01,ORLY,12.8
2022-09-01,CMI,43.0
2022-09-01,SRE,57.5
2022-09-01,RTX,103.4
2022-09-01,FSLR,63.9
2022-09-01,SEE,189.6
2022-09-01,FOXA,274.2
2022-09-01,SWKS,98.7
2022-09-01,FLT,47.6
2022-09-01,ETN,62.2
2022-09-01,TTWO,74.8
2022-09-01,APD,34.6
2022-09-01,COF,86.7
2022-09-01,BK,207.1
2022-09-01,MPWR,21.9
2022-09-01,ED,91.9
2022-09-01,QRVO,99.2
2022-09-01,NXPI,52.8
2022-09-01,FISV,78.9
2022-09-01,TEL,65.1
2022-09-01,OMC,112.2
2022-09-01,SBAC,24.5
2022-09-01,UNP,35.6
2022-09-01,PEG,121.7
2022-09-01,AWK,52.4
2022-09-01,KLAC,22.3
2022-09-01,AJG,39.2
2022-09-01,GL,65.2
2022-09-01,MTB,36.8
2022-09-01,DE,19.4
2022-09-01,XEL,99.8
2022-09-01,CDW,40.8
2022-09-01,STT,103.9
2022-09-01,EXC,157.2
2022-09-01,EFX,33.8
2022-09-01,CPT,47.4
2022-09-01,SIVB,16.3
2022-09-01,CDNS,33.1
2022-09-01,HWM,166.1
2022-09-01,AKAM,63.6
2022-09-01,ATVI,67.0
2022-09-01,WRK,160.3
2022-09-01,GS,16.2
2022-09-01,ALL,37.4
2022-09-01,XYL,53.2
2022-09-01,WAT,17.0
2022-09-01,CAH,68.0
2022-09-01,AVY,27.8
2022-09-01,FTNT,91.6
2022-09-01,KEYS,28.5
2022-09-01,WEC,49.3
2022-09-01,ADBE,15.9
2022-09-01,OKE,83.6
2022-09-01,NRG,110.7
2022-09-01,ES,54.0
2022-09-01,VTRS,490.6
2022-09-01,ROL,118.6
2022-09-01,BRO,65.8
2022-09-01,RJF,39.2
2022-09-01,SPG,42.6
2022-09-01,WDC,115.9
2022-09-01,HBAN,283.5
2022-09-01,LMT,9.5
2022-09-01,BBY,56.6
2022-09-01,PKI,29.7
2022-09-01,CSX,133.3
2022-09-01,BIO,8.4
2022-09-01,MKC,48.9
2022-09-01,AES,150.5
2022-09-01,NSC,16.1
2022-09-01,BXP,41.5
2022-09-01,CINF,34.7
2022-09-01,RF,150.5
2022-09-01,A,24.6
2022-09-01,KDP,81.6
2022-09-01,ROST,34.1
2022-09-01,TSCO,15.3
2022-09-01,FE,76.4
2022-09-01,WRB,43.2
2022-09-01,CFG,80.9
2022-09-01,IRM,61.5
2022-09-01,BEN,123.9
2022-09-01,PNR,65.3
2022-09-01,PFG,36.5
2022-09-01,L,52.7
2022-09-01,DLR,26.4
2022-09-01,AIG,54.2
2022-09-01,DHI,37.5
2022-09-01,MCHP,41.0
2022-09-01,EIX,43.5
2022-09-01,HAL,99.2
2022-09-01,CAG,74.8
2022-09-01,TRMB,44.8
2022-09-01,GEN,117.9
2022-09-01,REG,43.2
2022-09-01,TXN,15.0
2022-09-01,AMGN,10.2
2022-09-01,SBNY,15.2
2022-09-01,EQIX,4.0
2022-09-01,MMM,20.4
2022-09-01,PPL,88.6
2022-09-01,CNP,78.0
2022-09-01,TRV,14.1
2022-09-01,TXT,35.9
2022-09-01,EMR,28.4
2022-09-01,LVS,55.0
2022-09-01,MRNA,17.4
2022-09-01,DOV,17.7
2022-09-01,LEN,27.2
2022-09-01,KEY,120.5
2022-09-01,EVRG,31.8
2022-09-01,ZION,37.0
2022-09-01,LDOS,21.2
2022-09-01,HPE,152.8
2022-09-01,EXPD,20.2
2022-09-01,BKR,85.2
2022-09-01,PLD,17.1
2022-09-01,DHR,6.7
2022-09-01,NVR,0.4
2022-09-01,AIZ,11.6
2022-09-01,STLD,23.5
2022-09-01,CMA,23.3
2022-09-01,CE,18.2
2022-09-01,AEE,20.2
2022-09-01,FRC,12.4
2022-09-01,PEAK,70.3
2022-09-01,NKE,19.3
2022-09-01,DFS,17.3
2022-09-01,VTR,38.5
2022-09-01,CMS,26.5
2022-09-01,PTC,14.6
2022-09-01,ATO,14.7
2022-09-01,NWSA,99.1
2022-09-01,ULTA,3.5
2022-09-01,FTV,23.7
